company,job_title,city,country,lat_long,ticket,discount,age,gender,times,org_size,background,decision_making,influence
Yle Finnish Broadcasting Company,Head of World News and Current Affairs,Helsinki,Finland,"""60.173324,24.941025""",Early-Bird Non-Member,,45-54,Female,1,null,Manager,No,High
Finnish Broadcasting Co,Head of Innovation,Helsinki,Finland,"""60.173324,24.941025""",Early-Bird Member,member133kx5w8,45-54,Male,4-7,501+,Professional | Director,Yes,null
Yleisradio - Finnish Broadcasting Company,Producer,Helsinki,Finland,"""60.173324,24.941025""",Early-Bird Member,member133kx5w8,35-44,Male,2,501+,Broadcast,No,Medium
CFJ,Journalist,Paris,France,"""48.856614,2.352222""",Almost There Member,member133kx5w8,45-54,Female,1,1-2,Professional,No,Medium
GEN,Director of Programmes,Paris,France,"""48.856614,2.352222""",Almost-There Member - Group,,35-44,Female,null,null,Professional,No,High
GEN,CEO,Paris,France,"""48.856614,2.352222""",Almost-There Member - Group,,55-64,Male,null,null,Professional | Executive,Yes,null
"Twitter, Inc.",News & Gov partnership manager,Paris,France,"""48.856614,2.352222""",Getting Closer Member,,35-44,Male,1,null,Professional,No,Low
WAN-IFRA,"Executive Director, World Editors Forum",Paris,France,"""48.856614,2.352222""",Complimentary Registration,ed-comp,45-54,Female,1,26-100,Executive,No,High
france televisions,director of future media,Issy-les-Moulineaux,France,"""48.824531,2.274342""",Getting Closer Member,member133kx5w8,55-64,Male,null,null,Director,No,High
Eyewitness Media Hub,Co-founder,Laugharne,Wales,"""51.769203,-4.464252""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Nonprofit,No,High
Eyewitness Media Hub,Director,Laugharne,Wales,"""51.769203,-4.464252""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Publisher,Yes,null
Trinity Mirror,Digital Publishing Director,Helmshore,Great Britan,"""53.688971,-2.332052""",Early-Bird Member,member133kx5w8,35-44,Male,2,501+,Director,Yes,null
Shorthand,Editorial planning and training manager,London,England,"""51.507351,-0.127758""",Early-Bird Member,member133kx5w8,25-34,Female,1,null,Professional | Entrepreneur/Start up  | Manager | Pure-Play Digital,No,None
BBC,"Assistant Editor, Eyewitness media and Social News",London,England,"""51.507351,-0.127758""",Early-Bird Non-Member,,35-44,Male,1,501+,Professional | Manager | Broadcast,No,Medium
BBC,Features editor,London,England,"""51.507351,-0.127758""",Complimentary Registration,program-team,45-54,Male,null,null,Pure-Play Digital,No,Low
BBC News,"Editor, mobile and new formats",London,England,"""51.507351,-0.127758""",Complimentary Registration,speaker,35-44,Female,2,null,Professional | Manager,No,Medium
BBC News Online,Editor,London,England,"""51.507351,-0.127758""",Early-Bird Member,member133kx5w8,45-54,Male,3,501+,Professional | Executive | Broadcast,No,High
Financial Times,Head of Operations,London,England,"""51.507351,-0.127758""",Getting Closer Member,member133kx5w8,55-64,Male,null,null,Professional | Manager,No,Medium
Financial Times,Communities Editor,London,England,"""51.507351,-0.127758""",Early-Bird Member,member133kx5w8,35-44,Female,1,501+,Professional,No,None
Financial Times,Managing Editor FT.com,London,England,"""51.507351,-0.127758""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Other,No,High
Google,EMEA Strategic Relationships Manager,London,England,"""51.507351,-0.127758""",Early-Bird Member - Group,,35-44,Male,1,501+,Professional,No,Low
IBTimes UK,East Coast Correspondent,London,England,"""51.507351,-0.127758""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional,No,None
"ITN, Channel4 News","Editor, Channel4 News",London,England,"""51.507351,-0.127758""",Almost There Member,member133kx5w8,35-44,Male,1,501+,Professional | Executive | Manager | Broadcast,Yes,null
"ITN, Channel4 News",Digital Editor,London,England,"""51.507351,-0.127758""",Almost There Member,member133kx5w8,25-34,Male,1,501+,Professional | Manager | Technologist | Broadcast | Pure-Play Digital,No,High
Nature,Chief Online Editor,London,England,"""51.507351,-0.127758""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional,No,Low
Shorthand,Commercial Director,London,England,"""51.507351,-0.127758""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional | Entrepreneur/Start up  | Director | Pure-Play Digital | Independent News/Local | Vendor,No,High
Immersivly Ltd,Founder and Chief Executive,London,England,"""51.507351,-0.127758""",Almost-There Member - Group,,35-44,Male,null,null,Professional | Entrepreneur/Start up,Yes,null
Financial Times,Head of Interactive News,London,England,"""51.507351,-0.127758""",Almost There Member,member133kx5w8,35-44,Male,1,501+,Professional | Manager | Developer,No,Low
British Broadcasting Corporation,"Editor, online",Birmingham,England,"""52.486243,-1.890401""",Early-Bird Member,member133kx5w8,45-54,Female,4-7,501+,Professional | Broadcast,No,Low
JumpStart Georgia,Journalist & Media Coordinator,Tbilisi,Georgia,"""41.715138,44.827096""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Low
TV Company Imedi,Journalist,Tbilisi,Georgia,"""41.715138,44.827096""",Early-Bird Member - Group,,35-44,Female,1,null,Professional,No,Low
The Wall Street Journal,Asia mobile editor,Hong Kong,,"""22.396428,114.109497""",Early-Bird Member,member133kx5w8,25-34,Female,1,501+,Print,No,Low
NewsWhip,Legal Counsel,Dublin,Ireland,"""53.349805,-6.26031""",Exhibitor-Only Additional Pass,exhibitor-only-additionalpass,25-34,Female,1,11-25,Professional,No,Low
NewsWhip,Product Designer,Dublin,Ireland,"""53.349805,-6.26031""",Exhibitor-Only Additional Pass,exhibitor-only-additionalpass,25-34,Female,1,11-25,Professional,No,Low
NewsWhip,Media Producer,Dublin,Ireland,"""53.349805,-6.26031""",Exhibitor-Only Additional Pass,exhibitor-only-additionalpass,18-24,Female,1,11-25,Professional,No,Low
Storyful,News Director,Dublin,Ireland,"""53.349805,-6.26031""",Complimentary Registration,ona-platinum,35-44,Female,4-7,26-100,Professional | Director | Pure-Play Digital,No,High
Storyful,Managing Editor,Dublin,Ireland,"""53.349805,-6.26031""",Complimentary Registration,ona-platinum,25-34,Female,2,26-100,Professional | Executive | Pure-Play Digital,No,High
NewsWhip,CEO,Dublin,Ireland,"""53.349805,-6.26031""",Complimentary Registration,ona-gold-silver,35-44,Male,1,11-25,Professional,Yes,null
NewsWhip Media,Head of Communications,Dublin,Ireland,"""53.349805,-6.26031""",Complimentary Registration,ona-gold-silver,25-34,Male,1,11-25,Professional,No,Medium
Haaretz.com,Editor,Tel Aviv,Israel,"""32.0853,34.781768""",Getting-Closer Non-Member,,35-44,Female,null,null,Manager | Print | Publisher,Yes,null
Haaretz.com,Managing Editor,Tel Aviv,Israel,"""32.0853,34.781768""",Getting-Closer Non-Member,,45-54,Male,null,null,Manager | Print | Publisher,No,High
"Twitter, Inc.","Head of News, Politics and Govt-Twitter India.",Delhi,India,"""28.613939,77.209021""",Getting Closer Member,,35-44,Male,1,null,Professional,No,Medium
India Today,"Editor, Content Services & Social Media",Noida,India,"""28.535516,77.391026""",Almost There Non-Member,,25-34,Female,null,null,Professional | Pure-Play Digital,No,High
Radix,Category Head,Mumbai,India,"""19.075984,72.877656""",Complimentary Registration,exhibitor-fullpass-withbanquet,25-34,Male,1,501+,Professional | Academic | Student | Technologist | Broadcast | Print | Pure-Play Digital | Publisher,No,High
Radix,Sr. Project Associate,Mumbai,India,"""19.075984,72.877656""",Complimentary Registration,exhibitor-fullpass-withbanquet,18-24,Female,1,501+,Professional | Academic | Student | Technologist | Broadcast | Print | Pure-Play Digital,No,Medium
St.Francis College for Women,Student of Mass communication and Journalism,Hyderabad,India,"""17.385044,78.486671""",Complimentary Registration,studentnewsroom-student,18-24,Female,1,null,Professional | Academic | Student | Technologist | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Publisher,No,Medium
India Today Group Digital,Managing Editor,Noida,India,"""28.535516,77.391026""",Almost There Non-Member,,35-44,Male,null,null,Professional | Pure-Play Digital,No,High
Il Centro,Journalist,Pescara,Italy,"""42.46179,14.21609""",Early-Bird Member - Group,group,35-44,Male,null,null,Professional,Yes,null
Sky Italia SRL,Journalist - Political correspondent,Roma,Italy,"""41.902784,12.496366""",Early-Bird Member,member133kx5w8,35-44,Male,1,501+,Professional | Academic,No,Low
Gruppo L'Espresso / AGL,executive editor,Rome,Italy,"""41.902784,12.496366""",Early-Bird Member - Group,group,45-54,Male,null,null,Professional | Director | Independent News/Local,No,Medium
Repubblica.it,Digital Editor,Rome,Italy,"""41.902784,12.496366""",Early-Bird Member,member133kx5w8,45-54,Female,4-7,301-500,Professional,Yes,null
Master in Giornalismo dell'Università degli Studi di Torino,Journalist/Tutor,Torino,Italy,"""45.070312,7.686856""",Early-Bird Member - Group,group,35-44,Male,null,null,Professional | Academic | Nonprofit,No,Medium
Freelance,journalist,Catania,Italy,"""37.507877,15.08303""",Early-Bird Member - Group,group,35-44,Female,null,null,Professional | Entrepreneur/Start up  | Independent News/Local,No,High
Il Tirreno,Web Editor,Livorno,Italy,"""43.548473,10.310567""",Early-Bird Member - Group,group,25-34,Male,null,null,Professional,No,Low
Gazzetta di Modena - Finegil Gruppo L'Espresso,Editor,Modena,Italy,"""44.647128,10.925227""",Early-Bird Member - Group,group,45-54,Male,null,null,Professional | Entry Level | Independent News/Local,Yes,null
Gruppo Espresso,journalist,Pavia,Italy,"""45.184725,9.158207""",Early-Bird Member - Group,group,25-34,Female,null,null,Professional,No,Medium
Gruppo Editoriale L'Espresso,Deputy Director,Rome,Italy,"""41.902784,12.496366""",Early-Bird Member - Group,group,55-64,Male,null,null,Professional,No,Low
Finegil Editoriale Div. Nuova Sardegna,Direttore,Sassari,Italy,"""40.725927,8.555683""",Early-Bird Member - Group,group,45-54,Male,null,null,Professional | Director,Yes,null
Gruppo Editoriale L'Espresso,editor at audience and engagment,Rome,Italy,"""41.902784,12.496366""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional,No,High
Gruppo Editoriale L'Espresso,Editor in chief,Rome,Italy,"""41.902784,12.496366""",Almost There Member,member133kx5w8,55-64,Male,null,null,Professional,No,High
Il Gazzettino,editor,Mestre,Italy,"""45.493488,12.246318""",Early-Bird Member - Group,group,55-64,Male,null,null,Professional | Print | Independent News/Local,No,Low
JCEJ,journalist,Tokyo,Japan,"""35.709026,139.731992""",Almost There Non-Member,,25-34,Female,1,3-10,Professional | Person of Color | Nonprofit,Yes,null
NIKKEI INC.,staff writer,Tokyo,Japan,"""35.709026,139.731992""",Getting-Closer Non-Member,,35-44,Male,null,null,Professional,No,Medium
NIKKEI INC.,Product Development Manager,Tokyo,Japan,"""35.709026,139.731992""",Getting-Closer Non-Member,,35-44,Male,1,501+,Manager | Developer,No,Medium
The Asahi Shimbun,staff writer & editor,Tokyo,Japan,"""35.709026,139.731992""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional,No,High
The Yomiuri Shimbun,Engineer,Tokyo,Japan,"""35.709026,139.731992""",Almost There Member,member133kx5w8,25-34,Male,1,501+,Professional,No,Low
"Twitter, Inc.",News&Gov,Tokyo,Japan,"""35.709026,139.731992""",Getting Closer Member,,35-44,Male,1,null,Professional,No,Low
Yahoo Japan Corporation,"Marketing, News Business Division",Tokyo,Japan,"""35.709026,139.731992""",Almost There Member,ona15-waitlist-member,35-44,Female,1,501+,Communications/Marketing,No,High
Kansai University,Associate Professor,Suita,Japan,"""34.759453,135.51686""",Almost There Member,member133kx5w8,45-54,Male,1,501+,Academic,No,Medium
Yahoo! JAPAN,Editor,Tokyo,Japan,"""35.709026,139.731992""",Almost There Non-Member,,25-34,Male,1,501+,Academic,No,Low
NHK Japan Broadcasting Corp,TV Producer,Tokyo,Japan,"""35.709026,139.731992""",Almost There Member,ona15-waitlist-member,35-44,Male,1,501+,Professional,Yes,null
Stanford University,Visiting scholar,Tokyo,Japan,"""35.709026,139.731992""",Almost There Non-Member,ona15-waitlist-nonmember,35-44,Male,1,501+,Professional | Academic | Director | Broadcast,No,Medium
Vecherniy Bishkek,Journalist,Bishkek,Kyrgyzstan,"""42.874621,74.569762""",Early-Bird Member - Group,,35-44,Female,1,null,Professional,No,Low
"Twitter, Inc.",News & Gov partnership manager,Seoul,Korea,"""37.566535,126.977969""",Getting Closer Member,,35-44,Male,1,null,Professional,No,Low
TAN TV Channel,Chief editor,Almaty,Kazakhstan,"""43.222015,76.851249""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Medium
Lithuanian National Television News,Senior journalist,Vilnius,Lithuania,"""54.687156,25.279651""",Early-Bird Member - Group,,35-44,Female,1,null,Professional,No,Low
Ministry of Justice,Communication Advisor to the Minister,Vilnius,Lithuania,"""54.687156,25.279651""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Low
Latvian Radio Channel 5/ Pieci.lv,Content Editor in Chief,Riga,Latvia,"""56.949649,24.105186""",Early-Bird Member - Group,,35-44,Female,1,null,Professional,No,High
Latvijas Neatkariga Televizija (MTG TV Latvia),TV news reporter and contributor to the news websi,Riga,Latvia,"""56.949649,24.105186""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Low
Press Agency ONIXMEDIA,Director,Chi_in_u,Moldova,"""47.010453,28.86381""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Medium
Radio Free Europe/ Radio Liberty (Moldovan Service),Correspondent,Chi_in_u,Moldova,"""47.010453,28.86381""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Low
Granat,CEO,Chi_in_u,Moldova,"""47.010453,28.86381""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,Yes,null
"Twitter, Inc.",Head of Media Mexico,Mexico City,Mexico,"""19.432608,-99.133208""",Getting Closer Member,,35-44,Male,1,null,Professional,No,Medium
WAN-IFRA,LATAM Manager,Mexico City,Mexico,"""19.432608,-99.133208""",Complimentary Registration,ed-comp,25-34,Male,1,26-100,Nonprofit | Manager | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Publisher,Yes,null
LivePost,Founder,San Pedro Garza García,Mexico,"""25.657345,-100.40175""",Almost There Member,member133kx5w8,25-34,Male,1,1-2,Entrepreneur/Start up  | Entry Level | Technologist,Yes,null
Lagos State University,Lecturer,Lagos,Nigeria,"""6.524379,3.379206""",Complimentary Registration,volunteer,35-44,Male,null,null,Academic | Developer,No,Medium
Zapaday,International Media Sales Manager,Amsterdam,Netherlands,"""52.370216,4.895168""",Almost There Member,ona15-waitlist-member,25-34,Male,1,null,Professional | Manager,No,High
Maps4News,Development Director,Eindhoven,Netherlands,"""51.441642,5.469722""",Complimentary Registration,midway-fullpass,45-54,Male,null,null,Professional | Entrepreneur/Start up  | Director | Developer | Vendor,Yes,null
Sunnmørsposten,Head of Digital Development,Ålesund,Norway,"""62.472228,6.149482""",Early-Bird Member,member133kx5w8,35-44,Female,1,26-100,Professional | Manager | Technologist,No,High
TV 2 Norway,Journalist,Bergen,Norway,"""60.391263,5.322054""",Getting-Closer Non-Member,,35-44,Male,null,null,Professional | Broadcast,No,Low
Sunnmørsposten,Journalist/Cheif of staff,Eidsnes,Norway,"""62.427173,6.310736""",Early-Bird Member,member133kx5w8,35-44,Male,1,26-100,Professional | Entry Level | Print,No,Medium
Norwegian Institute of Journalism,Associate Director,Fredrikstad,Norway,"""59.220537,10.934701""",Early-Bird Member,member133kx5w8,55-64,Male,1,3-10,Professional,No,Medium
The Norwegian Institute for Journalism,Associate Director,Fredrikstad,Norway,"""59.220537,10.934701""",Early-Bird Member,member133kx5w8,45-54,Male,2,3-10,Academic,No,High
Dagbladet,Head of digital journalism,Oslo,Norway,"""59.913869,10.752245""",Getting-Closer Non-Member,,35-44,Male,null,null,Professional | Director | Manager | Print | Pure-Play Digital,Yes,null
Dagbladet,Responsible for social media,Oslo,Norway,"""59.913869,10.752245""",Getting-Closer Non-Member,,25-34,Female,null,null,Professional | Academic,No,Medium
Egmont Publishing,Digital Editor,Oslo,Norway,"""59.913869,10.752245""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Professional | Manager | Publisher,Yes,null
Nettavisen,Journalist,Oslo,Norway,"""59.913869,10.752245""",Early-Bird Member,member133kx5w8,45-54,Male,1,26-100,Professional,No,Low
